"term","description","category","English","Japanese","Russian","French","German","Spanish","Portuguese (Brazil)","Chinese (Simplified)","Chinese (Traditional)","Korean","PolskI","Output Localization"
"UpgradeSystem/Building_Outhouse/Name","Refer to Structures/OUTHOUSE","25","Outhouse","屋外便所","Туалет","Toilettes extérieures","Toilettenhäuschen","Letrina","Banheiro Externo","户外厕所","戶外廁所","화장실","Wychodek","""UpgradeSystem/Building_Outhouse/Name"", """""
"UpgradeSystem/Building_Outhouse2/Name","Refer to Structures/OUTHOUSE2","25","Outhouse II","オシャレな屋外便所","Туалет II","Toilettes extérieures II","Toilettenhäuschen II","Letrina II","Banheiro Externo II","户外厕所 II","戶外廁所 II","화장실 II","Wychodek II","""UpgradeSystem/Building_Outhouse2/Name"", """""
"UpgradeSystem/Building_Prison/Name","Refer to Structures/PRISON","25","Prison","首枷","Тюрьма","Prison","Gefängnis","Cárcel","Prisão","监狱","牢獄","감옥","Więzienie","""UpgradeSystem/Building_Prison/Name"", """""
"UpgradeSystem/Building_Temple/Name","Refer to Structures/TEMPLE","25","Temple","教会堂","Храм","Temple","Tempel","Templo","Templo","圣殿","聖殿","사원","Świątynia","""UpgradeSystem/Building_Temple/Name"", """""
"UpgradeSystem/Building_Temple2/Name","Refer to Structures/TEMPLE_II","25","Cult II","教団 II","Поселение II","Culte II","Tempel II","Secta II","Culto II","圣教 II","聖教 II","교단 II","Kult II","""UpgradeSystem/Building_Temple2/Name"", """""
"UpgradeSystem/Temple_III/Name","This is the third upgrade to the temple (which is the building in which you conduct rituals and give sermons)","25","Cult III","教団 III","Поселение III","Culte III","Tempel III","Secta III","Culto III","圣教 III","聖教 III","교단 III","Kult III","""UpgradeSystem/Temple_III/Name"", """""
"UpgradeSystem/Temple_IV/Name","This is the fourth and highest upgrade to the temple (which is the building in which you conduct rituals and give sermons)","25","Cult IV","教団 IV","Поселение IV","Culte IV","Tempel IV","Secta IV","Culto IV","圣教 IV","聖教 IV","교단 IV","Kult IV","""UpgradeSystem/Temple_IV/Name"", """""
"UpgradeSystem/Building_PropagandaSpeakers/Name","Refer to Structures/PROPAGANDA_SPEAKERS","25","Propaganda Speakers","プロパガンダ用スピーカー","Громкоговорители","Zélateurs","Propagandasprecher","Altavoces propagandísticos","Alto-Falantes de Propaganda","教会传声筒","教會傳聲筒","선전 연사","Głośniki propagandowe","""UpgradeSystem/Building_PropagandaSpeakers/Name"", """""
"UpgradeSystem/Building_Missionary/Name","Refer to Structures/MISSIONARY","25","Missionary","宣教師","Домик миссионера","Poste de mission","Missionar","Misionero","Missionário","传教团","傳教團","선교사","Placówka misjonarska","""UpgradeSystem/Building_Missionary/Name"", """""
"UpgradeSystem/Building_Decorations1/Name","Pack of decoration buildings","25","Basic Decorations","装飾品・基礎セット","Простые украшения","Décorations basiques","Einfache Dekorationen","Decoraciones básicas","Decorações Básicas","基本装饰","基本裝飾","기본 장식품","Dekoracje podstawowe","""UpgradeSystem/Building_Decorations1/Name"", """""
"UpgradeSystem/Building_Decorations1/Description","Pack of decoration buildings","100","Unlocks <color=#FFD201>Basic Decorations.</color> A collection of simple decorations, to beautify your base.","<color=#FFD201>装飾品・基礎セット</color>をアンロックする。教団本部を美しく飾るためのシンプルな装飾品がそろったセット","Набор <color=#FFD201>простых предметов</color> для украшения вашего поселения.","Débloque un ensemble de <color=#FFD201>décorations simples</color> pour embellir votre base.","Schaltet <color=#FFD201>Einfache Dekorationen</color> frei. Eine Sammlung einfacher Dekorationen zur Verschönerung deines Basislagers.","Desbloquea <color=#FFD201>decoraciones básicas</color>. Una colección de adornos sencillos para hacer de tu campamento un lugar más acogedor.","Desbloqueia <color=#FFD201>Decorações Básicas</color>. Uma coleção de decorações simples que deixam sua base mais bonita.","解锁<color=#FFD201>基本装饰。</color>这是一系列简单的装饰，可装扮你的根据地。","解鎖<color=#FFD201>基本裝飾。</color>這是一系列簡樸的裝飾，可美化你的根據地。","<color=#FFD201>기본 장식품</color>을 해금합니다. 단순한 장식품 목록으로 기지를 아름답게 꾸밀 수 있습니다.","Odblokowuje <color=#FFD201> Dekoracje podstawowe.</color> Kolekcja prostych dekoracji do upiększenia twojej bazy.","""UpgradeSystem/Building_Decorations1/Description"", """""
"UpgradeSystem/Building_Decorations2/Name","Pack of decoration buildings","25","Bone Decorations","装飾品・骨セット","Костяные украшения","Décorations squelettiques","Knochendekorationen","Decoraciones de hueso","Decorações de Ossos","骨头装饰","骨頭裝飾","뼈 장식품","Dekoracje kościane","""UpgradeSystem/Building_Decorations2/Name"", """""
"UpgradeSystem/Building_Decorations2/Description","Pack of decoration buildings","100","Unlocks <color=#FFD201>Bone Decorations.</color> A collection of terrifying buildings built from enemy bones. Some decorations will give your Follower's faith when admired.","<color=#FFD201>装飾品・骨セット</color>をアンロックする。敵の骨から作られた恐ろしい見た目の装飾品のセット。一部の装飾品は、信者の信仰を上昇させることもある","Набор <color=#FFD201>жутких предметов из костей ваших врагов</color>. Некоторые из них при созерцании усиливают веру последователей.","Débloque un ensemble de <color=#FFD201>décorations terrifiantes</color> faites des ossements de vos ennemis. Certaines décorations augmentent la foi des adeptes qui les admirent.","Schaltet <color=#FFD201>Knochendekoration</color> frei. Eine Sammlung furchteinflößender Gebäude aus den Knochen deiner Gegner. Einige Dekorationen gewähren deinen Anhängern beim Bewundern Glauben.","Desbloquea <color=#FFD201>decoraciones de hueso</color>. Una colección de construcciones hechas con los huesos de tus enemigos. Algunas decoraciones aportan fe a tus adeptos cuando los admiran.","Desbloqueia <color=#FFD201>Decorações de Ossos</color>. Uma coleção de construções aterrorizantes feitas de ossos. Quando admiradas, algumas decorações darão fé aos Seguidores.","解锁<color=#FFD201>骨头装饰。</color>一系列采用敌人骨头建造的恐怖建筑物。某些装饰会在教徒欣赏时为其提供信仰值。","解鎖<color=#FFD201>骨頭裝飾。</color>一系列採用敵人骨頭建造的恐怖建築物。某些裝飾會在教徒欣賞時為其提供信仰值。","<color=#FFD201>뼈 장식품</color>을 해금합니다. 무시무시한 장식품 목록으로 적들의 뼈로 만들어졌습니다. 특정 장식품은 예찬 시 추종자에게 신앙을 주기도 합니다.","Odblokowuje <color=#FFD201> Dekoracje kościane.</color> Kolekcja przerażających budynków zbudowanych z kości pokonanych. Niektóre elementy dodadzą Twoim wyznawcom wiary, gdy będą je podziwiać.","""UpgradeSystem/Building_Decorations2/Description"", """""
"UpgradeSystem/Building_FeastTable/Name","Refer to Structures/FEAST_TABLE","25","Feasting Table","宴用の食卓","Пиршественный стол","Table de banquet","Festtafel","Mesa de banquete","Mesa de Banquetes","盛宴桌","盛宴桌","축제 탁자","Stół biesiadny","""UpgradeSystem/Building_FeastTable/Name"", """""
"UpgradeSystem/Building_FeastTable/Description","Refer to Structures/FEAST_TABLE/Description","100","Unlocks <color=#FFD201>Feasting Table</color>","<color=#FFD201>宴用の食卓</color>をアンロックする","Большой стол для проведения <color=#FFD201>пира</color>.","Débloque la <color=#FFD201>table de banquet</color>.","Schaltet die <color=#FFD201>Festtafel</color> frei.","Desbloquea la <color=#FFD201>mesa de banquete</color>.","Desbloqueia a <color=#FFD201>Mesa de Banquetes</color>","解锁<color=#FFD201>盛宴桌</color>","解鎖<color=#FFD201>盛宴桌</color>","<color=#FFD201>축제용 탁자</color>를 해금합니다.","Odblokowuje <color=#FFD201> Stół biesiadny </color>","""UpgradeSystem/Building_FeastTable/Description"", """""
"UpgradeSystem/Building_DancingFirepit/Name","Refer to Structures/DANCING_FIREPIT","25","Bonfire Ritual","大篝火","Огненная яма","Feu de joie","Feuergrube","Fogata","Fogueira","火堆","火堆","화톳불 의식","Rytuał Ogniska","""UpgradeSystem/Building_DancingFirepit/Name"", """""
"UpgradeSystem/Building_SiloSeed/Name","Refer to Structures/SILO_SEED","25","Seed Silo","種サイロ","Хранилище семян","Silo à graines","Samensilo","Silo de semillas","Silo de Sementes","种子储仓","種子儲倉","씨앗 저장고","Magazyn nasion","""UpgradeSystem/Building_SiloSeed/Name"", """""
"UpgradeSystem/Building_SiloFertiliser/Name","Refer to Structures/SILO_FERTILISER","25","Fertiliser Silo","肥料サイロ","Хранилище удобрений","Silo à fertilisant","Düngersilo","Silo de fertilizante","Silo de Fertilizantes","肥料储仓","肥料儲倉","퇴비 저장고","Magazyn na nawóz","""UpgradeSystem/Building_SiloFertiliser/Name"", """""
"UpgradeSystem/Building_Surveillance/Name","Refer to Structures/SURVEILLANCE","25","Surveillance Tower","監視塔","Наблюдательная вышка","Tour de surveillance","Überwachungsturm","Torre de vigilancia","Torre de Vigilância","监视塔","監視塔","감시탑","Wieża obserwacyjna","""UpgradeSystem/Building_Surveillance/Name"", """""
"UpgradeSystem/Building_Scarecrow2/Name","Refer to Structures/SCARECROW_2","25","Trap Scarecrow","罠付きかかし","Пугало с ловушкой","Épouvantail piégeur","Vogelscheuchenfalle","Espantapájaros trampa","Armadilha de Espantalho","陷阱稻草人","陷阱稻草羊","함정 허수아비","Pułapka Strach na wróble","""UpgradeSystem/Building_Scarecrow2/Name"", """""
"UpgradeSystem/Building_HarvestTotem2/Name","Refer to Structures/HARVEST_TOTEM_2","25","Devotion Harvest Totem","祈念豊作のトーテム","Тотем урожая и преданности","Totem de dévotion","Hingabe-Erntetotem","Tótem de la cosecha devoto","Totem da Colheita da Devoção","虔诚收获图腾","虔誠收穫圖騰柱","헌신 수확의 토템","Totem zbiorów Oddania","""UpgradeSystem/Building_HarvestTotem2/Name"", """""
"UpgradeSystem/Economy_Lumberyard/Name","Refer to Structures/LUMBERJACK_STATION","25","Lumberyard","木材伐採所","Лесопилка","Poste de bûcheron","Holzplatz","Aserradero","Depósito de Madeiras","伐木工站","伐木工站","벌목소","Tartak","""UpgradeSystem/Economy_Lumberyard/Name"", """""
"UpgradeSystem/Economy_LumberyardII/Name","Refer to Structures/LUMBERJACK_STATION_2","25","Lumberyard II","木材伐採所 II","Лесопилка II","Poste de bûcheron II","Holzplatz II","Aserradero II","Depósito de Madeiras II","伐木工站 II","伐木工站 II","벌목소 II","Tartak II","""UpgradeSystem/Economy_LumberyardII/Name"", """""
"UpgradeSystem/Economy_Mine/Name","Refer to Structures/BLOODSTONE_MINE","25","Stone Mine","石材坑道","Каменоломня","Mine","Steinmine","Mina de piedra","Mina de Pedras","采石场","採石場","돌 광산","Kopalnia Kamienia","""UpgradeSystem/Economy_Mine/Name"", """""
"UpgradeSystem/Economy_MineII/Name","Refer to Structures/BLOODSTONE_MINE_2","25","Stone Mine II","石材坑道 II","Каменоломня II","Mine II","Steinmine II","Mina de piedra II","Mina de Pedras II","采石场 II","採石場 II","돌 광산 II","Kopalnia Kamienia II","""UpgradeSystem/Economy_MineII/Name"", """""
"UpgradeSystem/Economy_Refinery/Name","Refer to Structures/REFINERY","25","Refinery","精錬所","Святилище","Raffinerie","Raffinerie","Refinería","Refinaria","圣化台","聖化台","정제소","Refineria","""UpgradeSystem/Economy_Refinery/Name"", """""
"UpgradeSystem/Economy_Refinery_2/Name","Refer to Structures/REFINERY_II","25","Refinery II","精錬所 II","Святилище II","Raffinerie II","Raffinerie II","Refinería II","Refinaria II","圣化台 II","聖化台 II","정제소 II","Rafineria II","""UpgradeSystem/Economy_Refinery_2/Name"", """""
"UpgradeSystem/Followers_Compost/Name","Refer to Structures/COMPOST_BIN","25","Compost","コンポスター","Компостная яма","Compost","Kompost","Compostaje","Composteira","堆肥箱","堆肥箱","퇴비","Kompost","""UpgradeSystem/Followers_Compost/Name"", """""
"UpgradeSystem/Shrine_Flame_Building/Description","A shrine flame is an upgrade in which a small fire burns in front of the shrine to make it more effective.","100","Light the cleansing fire and harvest more Devotion.","浄化の炎が灯り、祈念の収集量が増加する","Очищающее пламя, которое позволяет получать больше преданности.","Allume un feu purificateur qui permet de récolter plus de dévotion.","Entfache das reinigende Feuer und ernte mehr Hingabe.","Enciende un fuego purificador y cosecha más devoción.","Acenda o fogo purificador e colha mais Devoção.","点燃净化之火，获得更多虔诚度。","點燃淨化之火，獲得更多虔誠值。","정화의 불길을 밝히고 헌신을 더 많이 수확합니다.","Rozpal oczyszczający ogień i zbierz więcej Oddania.","""UpgradeSystem/Shrine_Flame_Building/Description"", """""
"UpgradeSystem/Shrine_Flame_Building/Name","A shrine flame is an upgrade in which a small fire burns in front of the shrine to make it more effective.","25","Shrine Flame","炎の祭壇","Алтарный огонь","Feu purificateur","Schreinflamme","Llama de santuario","Chama do Santuário","圣坛火焰","聖壇火焰","성화","Płomień sanktuarium","""UpgradeSystem/Shrine_Flame_Building/Name"", """""
